,date_group,time_group,기온(°C),누적강수량(mm),풍속(m/s)
221,27일,10시,17.141666666666666,0.0,3.0266666666666664
222,27일,11시,17.865000000000002,0.0,2.9666666666666663
223,27일,12시,17.92333333333333,0.0,2.351666666666668
224,27일,13시,17.868333333333332,0.0,2.305
225,27일,14시,17.95333333333334,0.0,2.606666666666667
226,27일,15시,17.261666666666667,0.0,1.745
227,27일,16시,17.235000000000003,0.0,2.583333333333333
228,27일,17시,16.46166666666666,0.0,2.164999999999999
229,27일,18시,16.198333333333355,0.0,2.121666666666667
230,27일,19시,16.025,0.0,1.9466666666666668
231,27일,20시,16.026666666666674,0.0,2.0083333333333333
232,27일,21시,15.878333333333323,0.0,2.0266666666666664
233,27일,22시,14.916666666666677,0.0,1.3450000000000004
234,28일,05시,12.111666666666684,0.0,2.501666666666667
235,28일,06시,12.101666666666677,0.0,2.471666666666667
236,28일,07시,12.496666666666664,0.0,2.445
237,28일,08시,14.74,0.0,1.721666666666667
238,28일,09시,16.528333333333325,0.0,1.031666666666667
239,28일,10시,17.466666666666665,0.0,1.9250000000000007
240,28일,11시,17.70166666666666,0.0,2.4683333333333333
241,28일,12시,18.121666666666663,0.0,2.4333333333333345
242,28일,13시,18.175000000000004,0.0,2.2000000000000006
243,28일,14시,18.346666666666668,0.0,2.2716666666666665
244,28일,15시,17.955000000000005,0.0,1.9516666666666667
245,28일,16시,17.4,0.0,1.428333333333333
246,28일,17시,17.014999999999997,0.0,1.3633333333333333
247,28일,18시,16.918333333333322,0.0,0.9516666666666665
248,28일,19시,16.74166666666667,0.0,1.4333333333333336
249,28일,20시,16.196666666666655,0.0,1.3616666666666668
250,28일,21시,15.906666666666663,0.0,1.1766666666666667
251,28일,22시,16.52166666666667,0.0,1.386666666666666
