,지점,일시,기온(°C),누적강수량(mm),풍향(deg),풍속(m/s),현지기압(hPa),해면기압(hPa),습도(%),일사(MJ/m^2),일조(Sec),time_group,date_group
0,184,2019-10-15 05:00:00,16.4,0.0,26.1,4.6,1024.1,1026.6,55.9,0.0,0.0,05시,15일
1,184,2019-10-15 05:01:00,16.4,0.0,19.3,2.4,1024.1,1026.6,55.5,0.0,0.0,05시,15일
2,184,2019-10-15 05:02:00,16.4,0.0,0.8,4.8,1024.1,1026.6,55.8,0.0,0.0,05시,15일
3,184,2019-10-15 05:03:00,16.3,0.0,354.9,3.8,1024.1,1026.6,56.4,0.0,0.0,05시,15일
4,184,2019-10-15 05:04:00,16.3,0.0,1.8,4.5,1024.1,1026.6,56.2,0.0,0.0,05시,15일
5,184,2019-10-15 05:05:00,16.3,0.0,348.5,5.3,1024.1,1026.6,56.6,0.0,0.0,05시,15일
6,184,2019-10-15 05:06:00,16.4,0.0,359.9,4.3,1024.1,1026.6,56.3,0.0,0.0,05시,15일
7,184,2019-10-15 05:07:00,16.4,0.0,355.2,4.3,1024.1,1026.6,56.7,0.0,0.0,05시,15일
8,184,2019-10-15 05:08:00,16.4,0.0,352.2,4.0,1024.2,1026.7,57.4,0.0,0.0,05시,15일
9,184,2019-10-15 05:09:00,16.5,0.0,339.0,1.4,1024.2,1026.7,57.3,0.0,0.0,05시,15일
10,184,2019-10-15 05:10:00,16.4,0.0,263.2,2.2,1024.2,1026.7,56.3,0.0,0.0,05시,15일
11,184,2019-10-15 05:11:00,16.4,0.0,227.1,1.2,1024.1,1026.6,55.9,0.0,0.0,05시,15일
12,184,2019-10-15 05:12:00,16.3,0.0,315.8,2.1,1024.2,1026.7,55.5,0.0,0.0,05시,15일
13,184,2019-10-15 05:13:00,16.4,0.0,338.1,1.6,1024.2,1026.7,56.4,0.0,0.0,05시,15일
14,184,2019-10-15 05:14:00,16.3,0.0,346.5,3.2,1024.2,1026.7,58.0,0.0,0.0,05시,15일
15,184,2019-10-15 05:15:00,16.3,0.0,10.3,1.6,1024.2,1026.7,58.1,0.0,0.0,05시,15일
16,184,2019-10-15 05:16:00,16.3,0.0,348.5,1.4,1024.2,1026.7,58.1,0.0,0.0,05시,15일
17,184,2019-10-15 05:17:00,16.2,0.0,349.5,4.4,1024.2,1026.7,58.7,0.0,0.0,05시,15일
18,184,2019-10-15 05:18:00,16.3,0.0,9.9,4.7,1024.2,1026.7,58.6,0.0,0.0,05시,15일
19,184,2019-10-15 05:19:00,16.4,0.0,1.1,2.8,1024.2,1026.7,58.9,0.0,0.0,05시,15일
20,184,2019-10-15 05:20:00,16.4,0.0,359.6,2.9,1024.2,1026.7,58.6,0.0,0.0,05시,15일
21,184,2019-10-15 05:21:00,16.3,0.0,3.4,3.7,1024.2,1026.7,58.4,0.0,0.0,05시,15일
22,184,2019-10-15 05:22:00,16.3,0.0,11.0,4.1,1024.2,1026.7,58.5,0.0,0.0,05시,15일
23,184,2019-10-15 05:23:00,16.4,0.0,18.7,4.1,1024.2,1026.7,57.4,0.0,0.0,05시,15일
24,184,2019-10-15 05:24:00,16.4,0.0,20.8,3.3,1024.2,1026.7,56.9,0.0,0.0,05시,15일
25,184,2019-10-15 05:25:00,16.4,0.0,0.5,3.6,1024.2,1026.7,57.1,0.0,0.0,05시,15일
26,184,2019-10-15 05:26:00,16.4,0.0,0.5,2.9,1024.2,1026.7,57.6,0.0,0.0,05시,15일
27,184,2019-10-15 05:27:00,16.4,0.0,343.8,3.7,1024.2,1026.7,58.2,0.0,0.0,05시,15일
28,184,2019-10-15 05:28:00,16.3,0.0,346.4,3.3,1024.2,1026.7,58.5,0.0,0.0,05시,15일
29,184,2019-10-15 05:29:00,16.3,0.0,324.3,3.4,1024.2,1026.7,58.7,0.0,0.0,05시,15일
30,184,2019-10-15 05:30:00,16.3,0.0,336.1,2.8,1024.2,1026.7,58.9,0.0,0.0,05시,15일
31,184,2019-10-15 05:31:00,16.3,0.0,355.9,2.7,1024.3,1026.8,59.0,0.0,0.0,05시,15일
32,184,2019-10-15 05:32:00,16.4,0.0,21.0,2.8,1024.3,1026.8,59.9,0.0,0.0,05시,15일
33,184,2019-10-15 05:33:00,16.5,0.0,12.2,3.6,1024.3,1026.8,59.5,0.0,0.0,05시,15일
34,184,2019-10-15 05:34:00,16.4,0.0,4.1,3.1,1024.3,1026.8,59.5,0.0,0.0,05시,15일
35,184,2019-10-15 05:35:00,16.3,0.0,353.2,3.5,1024.3,1026.8,59.9,0.0,0.0,05시,15일
36,184,2019-10-15 05:36:00,16.2,0.0,319.4,1.8,1024.3,1026.8,60.3,0.0,0.0,05시,15일
37,184,2019-10-15 05:37:00,16.2,0.0,318.2,1.0,1024.2,1026.7,60.5,0.0,0.0,05시,15일
38,184,2019-10-15 05:38:00,16.2,0.0,277.7,1.2,1024.2,1026.7,60.7,0.0,0.0,05시,15일
39,184,2019-10-15 05:39:00,16.1,0.0,284.5,0.8,1024.2,1026.7,60.5,0.0,0.0,05시,15일
40,184,2019-10-15 05:40:00,16.1,0.0,261.7,1.5,1024.2,1026.7,60.2,0.0,0.0,05시,15일
41,184,2019-10-15 05:41:00,16.0,0.0,272.7,2.2,1024.3,1026.8,59.4,0.0,0.0,05시,15일
42,184,2019-10-15 05:42:00,16.0,0.0,260.6,1.3,1024.3,1026.8,58.0,0.0,0.0,05시,15일
43,184,2019-10-15 05:43:00,16.0,0.0,260.1,1.7,1024.3,1026.8,58.1,0.0,0.0,05시,15일
44,184,2019-10-15 05:44:00,16.0,0.0,282.9,2.0,1024.2,1026.7,57.9,0.0,0.0,05시,15일
45,184,2019-10-15 05:45:00,16.0,0.0,261.7,0.8,1024.2,1026.7,57.5,0.0,0.0,05시,15일
46,184,2019-10-15 05:46:00,16.0,0.0,263.1,0.9,1024.3,1026.8,57.8,0.0,0.0,05시,15일
47,184,2019-10-15 05:47:00,16.1,0.0,57.7,3.1,1024.2,1026.7,58.2,0.0,0.0,05시,15일
48,184,2019-10-15 05:48:00,16.3,0.0,21.2,3.2,1024.2,1026.7,59.1,0.0,0.0,05시,15일
49,184,2019-10-15 05:49:00,16.4,0.0,351.7,1.8,1024.2,1026.7,59.2,0.0,0.0,05시,15일
50,184,2019-10-15 05:50:00,16.3,0.0,12.1,1.8,1024.2,1026.7,59.6,0.0,0.0,05시,15일
51,184,2019-10-15 05:51:00,16.3,0.0,318.2,2.6,1024.2,1026.7,59.9,0.0,0.0,05시,15일
52,184,2019-10-15 05:52:00,16.2,0.0,332.6,1.8,1024.2,1026.7,60.1,0.0,0.0,05시,15일
53,184,2019-10-15 05:53:00,16.1,0.0,27.5,2.0,1024.2,1026.7,60.4,0.0,0.0,05시,15일
54,184,2019-10-15 05:54:00,16.2,0.0,17.9,1.8,1024.2,1026.7,60.4,0.0,0.0,05시,15일
55,184,2019-10-15 05:55:00,16.3,0.0,358.6,1.6,1024.2,1026.7,60.2,0.0,0.0,05시,15일
56,184,2019-10-15 05:56:00,16.1,0.0,345.1,1.3,1024.2,1026.7,60.9,0.0,0.0,05시,15일
57,184,2019-10-15 05:57:00,16.1,0.0,338.5,0.4,1024.2,1026.7,61.3,0.0,0.0,05시,15일
58,184,2019-10-15 05:58:00,16.1,0.0,215.1,1.2,1024.1,1026.6,61.0,0.0,0.0,05시,15일
59,184,2019-10-15 05:59:00,16.2,0.0,5.9,0.9,1024.1,1026.6,61.1,0.0,0.0,05시,15일
60,184,2019-10-15 06:00:00,16.2,0.0,348.8,2.3,1024.1,1026.6,62.2,0.0,0.0,06시,15일
61,184,2019-10-15 06:01:00,16.2,0.0,353.2,2.8,1024.1,1026.6,62.1,0.0,0.0,06시,15일
62,184,2019-10-15 06:02:00,16.2,0.0,356.5,3.3,1024.1,1026.6,61.9,0.0,0.0,06시,15일
63,184,2019-10-15 06:03:00,16.2,0.0,358.3,1.2,1024.1,1026.6,61.4,0.0,0.0,06시,15일
64,184,2019-10-15 06:04:00,16.3,0.0,354.3,2.5,1024.1,1026.6,60.7,0.0,0.0,06시,15일
65,184,2019-10-15 06:05:00,16.3,0.0,331.4,1.3,1024.1,1026.6,61.2,0.0,0.0,06시,15일
66,184,2019-10-15 06:06:00,16.3,0.0,316.4,1.7,1024.1,1026.6,60.3,0.0,0.0,06시,15일
67,184,2019-10-15 06:07:00,16.3,0.0,289.8,1.7,1024.1,1026.6,59.9,0.0,0.0,06시,15일
68,184,2019-10-15 06:08:00,16.2,0.0,281.6,2.3,1024.1,1026.6,60.8,0.0,0.0,06시,15일
69,184,2019-10-15 06:09:00,16.2,0.0,254.1,1.4,1024.2,1026.7,60.6,0.0,0.0,06시,15일
70,184,2019-10-15 06:10:00,16.1,0.0,215.9,1.3,1024.1,1026.6,60.8,0.0,0.0,06시,15일
71,184,2019-10-15 06:11:00,16.0,0.0,215.3,1.6,1024.1,1026.6,60.8,0.0,0.0,06시,15일
72,184,2019-10-15 06:12:00,15.9,0.0,218.9,1.1,1024.2,1026.7,61.3,0.0,0.0,06시,15일
73,184,2019-10-15 06:13:00,15.8,0.0,211.2,1.0,1024.2,1026.7,61.8,0.0,0.0,06시,15일
74,184,2019-10-15 06:14:00,15.8,0.0,184.0,0.7,1024.2,1026.7,62.0,0.0,0.0,06시,15일
75,184,2019-10-15 06:15:00,15.8,0.0,202.6,0.5,1024.2,1026.7,62.1,0.0,0.0,06시,15일
76,184,2019-10-15 06:16:00,15.8,0.0,205.9,0.7,1024.2,1026.7,62.3,0.0,0.0,06시,15일
77,184,2019-10-15 06:17:00,15.7,0.0,206.7,1.4,1024.2,1026.7,62.6,0.0,0.0,06시,15일
78,184,2019-10-15 06:18:00,15.6,0.0,228.7,1.3,1024.2,1026.7,63.2,0.0,0.0,06시,15일
79,184,2019-10-15 06:19:00,15.6,0.0,212.9,2.3,1024.2,1026.7,63.6,0.0,0.0,06시,15일
80,184,2019-10-15 06:20:00,15.5,0.0,206.1,2.5,1024.2,1026.7,64.0,0.0,0.0,06시,15일
81,184,2019-10-15 06:21:00,15.5,0.0,189.5,2.2,1024.1,1026.6,64.2,0.0,0.0,06시,15일
82,184,2019-10-15 06:22:00,15.4,0.0,176.8,2.4,1024.1,1026.6,64.7,0.0,0.0,06시,15일
83,184,2019-10-15 06:23:00,15.4,0.0,173.2,0.2,1024.1,1026.6,64.9,0.0,0.0,06시,15일
84,184,2019-10-15 06:24:00,15.4,0.0,266.1,0.8,1024.1,1026.6,64.8,0.0,0.0,06시,15일
85,184,2019-10-15 06:25:00,15.4,0.0,85.1,1.3,1024.1,1026.6,65.0,0.0,0.0,06시,15일
86,184,2019-10-15 06:26:00,15.4,0.0,69.8,1.0,1024.1,1026.6,65.2,0.0,0.0,06시,15일
87,184,2019-10-15 06:27:00,15.3,0.0,114.5,0.8,1024.2,1026.7,65.1,0.0,0.0,06시,15일
88,184,2019-10-15 06:28:00,15.3,0.0,73.5,0.8,1024.2,1026.7,65.1,0.0,0.0,06시,15일
89,184,2019-10-15 06:29:00,15.3,0.0,147.0,1.4,1024.1,1026.6,65.3,0.0,0.0,06시,15일
90,184,2019-10-15 06:30:00,15.3,0.0,172.7,0.6,1024.1,1026.6,65.6,0.0,0.0,06시,15일
91,184,2019-10-15 06:31:00,15.3,0.0,177.6,1.7,1024.1,1026.6,65.4,0.0,0.0,06시,15일
92,184,2019-10-15 06:32:00,15.2,0.0,166.3,1.7,1024.2,1026.7,65.9,0.0,0.0,06시,15일
93,184,2019-10-15 06:33:00,15.2,0.0,189.6,1.3,1024.2,1026.7,65.9,0.0,0.0,06시,15일
94,184,2019-10-15 06:34:00,15.2,0.0,205.9,0.4,1024.2,1026.7,66.0,0.0,0.0,06시,15일
95,184,2019-10-15 06:35:00,15.2,0.0,228.2,0.2,1024.2,1026.7,66.1,0.0,0.0,06시,15일
96,184,2019-10-15 06:36:00,15.2,0.0,203.9,0.9,1024.2,1026.7,66.3,0.0,0.0,06시,15일
97,184,2019-10-15 06:37:00,15.2,0.0,190.5,2.2,1024.2,1026.7,66.2,0.0,0.0,06시,15일
98,184,2019-10-15 06:38:00,15.2,0.0,187.1,2.1,1024.1,1026.6,66.3,0.0,0.0,06시,15일
99,184,2019-10-15 06:39:00,15.2,0.0,171.0,2.6,1024.1,1026.6,66.1,0.0,0.0,06시,15일
100,184,2019-10-15 06:40:00,15.2,0.0,167.9,2.8,1024.1,1026.6,66.0,0.0,0.0,06시,15일
101,184,2019-10-15 06:41:00,15.3,0.0,161.9,2.7,1024.1,1026.6,65.9,0.0,0.0,06시,15일
102,184,2019-10-15 06:42:00,15.3,0.0,158.8,2.5,1024.1,1026.6,65.9,0.0,0.0,06시,15일
103,184,2019-10-15 06:43:00,15.2,0.0,153.2,2.3,1024.1,1026.6,65.9,0.0,0.0,06시,15일
104,184,2019-10-15 06:44:00,15.3,0.0,163.9,2.0,1024.1,1026.6,66.0,0.0,0.0,06시,15일
105,184,2019-10-15 06:45:00,15.2,0.0,169.0,2.6,1024.1,1026.6,65.8,0.0,0.0,06시,15일
106,184,2019-10-15 06:46:00,15.2,0.0,166.3,2.1,1024.1,1026.6,65.9,0.0,0.0,06시,15일
107,184,2019-10-15 06:47:00,15.2,0.0,169.5,2.1,1024.1,1026.6,65.8,0.0,0.0,06시,15일
108,184,2019-10-15 06:48:00,15.2,0.0,173.9,2.1,1024.1,1026.6,65.9,0.0,0.0,06시,15일
109,184,2019-10-15 06:49:00,15.2,0.0,175.1,1.9,1024.1,1026.6,65.8,0.0,0.0,06시,15일
110,184,2019-10-15 06:50:00,15.2,0.0,183.0,1.9,1024.1,1026.6,65.9,0.0,0.0,06시,15일
111,184,2019-10-15 06:51:00,15.2,0.0,179.5,1.6,1024.1,1026.6,66.0,0.0,0.0,06시,15일
112,184,2019-10-15 06:52:00,15.2,0.0,174.3,1.7,1024.1,1026.6,65.9,0.0,0.0,06시,15일
113,184,2019-10-15 06:53:00,15.3,0.0,167.8,1.8,1024.2,1026.7,65.8,0.0,0.0,06시,15일
114,184,2019-10-15 06:54:00,15.3,0.0,168.9,1.9,1024.2,1026.7,65.7,0.01,0.0,06시,15일
115,184,2019-10-15 06:55:00,15.3,0.0,164.4,1.6,1024.2,1026.7,65.7,0.01,0.0,06시,15일
116,184,2019-10-15 06:56:00,15.3,0.0,162.0,2.4,1024.2,1026.7,65.5,0.01,0.0,06시,15일
117,184,2019-10-15 06:57:00,15.3,0.0,165.8,2.0,1024.2,1026.7,65.4,0.01,0.0,06시,15일
118,184,2019-10-15 06:58:00,15.3,0.0,174.1,2.6,1024.2,1026.7,65.3,0.01,0.0,06시,15일
119,184,2019-10-15 06:59:00,15.3,0.0,175.9,2.3,1024.2,1026.7,65.4,0.01,0.0,06시,15일
120,184,2019-10-15 07:00:00,15.3,0.0,173.3,1.3,1024.2,1026.7,65.5,0.01,0.0,07시,15일
121,184,2019-10-15 07:01:00,15.3,0.0,176.8,1.9,1024.2,1026.7,65.5,0.02,0.0,07시,15일
122,184,2019-10-15 07:02:00,15.3,0.0,169.3,2.2,1024.2,1026.7,65.4,0.02,0.0,07시,15일
123,184,2019-10-15 07:03:00,15.4,0.0,181.0,1.8,1024.2,1026.7,65.4,0.02,0.0,07시,15일
124,184,2019-10-15 07:04:00,15.3,0.0,187.6,1.0,1024.2,1026.7,65.5,0.02,0.0,07시,15일
125,184,2019-10-15 07:05:00,15.3,0.0,183.2,1.5,1024.2,1026.7,65.7,0.03,0.0,07시,15일
126,184,2019-10-15 07:06:00,15.4,0.0,190.3,1.7,1024.2,1026.7,65.5,0.03,0.0,07시,15일
127,184,2019-10-15 07:07:00,15.4,0.0,187.4,1.4,1024.2,1026.7,65.6,0.03,0.0,07시,15일
128,184,2019-10-15 07:08:00,15.4,0.0,182.6,1.7,1024.2,1026.7,65.5,0.03,0.0,07시,15일
129,184,2019-10-15 07:09:00,15.4,0.0,165.8,1.5,1024.2,1026.7,65.4,0.04,0.0,07시,15일
130,184,2019-10-15 07:10:00,15.4,0.0,157.8,1.5,1024.2,1026.7,65.5,0.04,0.0,07시,15일
131,184,2019-10-15 07:11:00,15.5,0.0,161.6,1.9,1024.2,1026.7,65.4,0.04,0.0,07시,15일
132,184,2019-10-15 07:12:00,15.5,0.0,166.2,1.9,1024.2,1026.7,65.3,0.04,0.0,07시,15일
133,184,2019-10-15 07:13:00,15.5,0.0,161.7,2.5,1024.2,1026.7,65.3,0.04,0.0,07시,15일
134,184,2019-10-15 07:14:00,15.4,0.0,157.6,2.4,1024.2,1026.7,65.3,0.05,0.0,07시,15일
135,184,2019-10-15 07:15:00,15.4,0.0,159.0,1.9,1024.2,1026.7,65.3,0.05,0.0,07시,15일
136,184,2019-10-15 07:16:00,15.4,0.0,177.1,1.2,1024.2,1026.7,65.5,0.05,0.0,07시,15일
137,184,2019-10-15 07:17:00,15.4,0.0,175.4,1.5,1024.2,1026.7,65.5,0.05,0.0,07시,15일
138,184,2019-10-15 07:18:00,15.4,0.0,183.2,2.4,1024.2,1026.7,65.5,0.05,0.0,07시,15일
139,184,2019-10-15 07:19:00,15.4,0.0,181.3,2.4,1024.2,1026.7,65.6,0.05,0.0,07시,15일
140,184,2019-10-15 07:20:00,15.4,0.0,188.2,1.5,1024.2,1026.7,65.6,0.05,0.0,07시,15일
141,184,2019-10-15 07:21:00,15.4,0.0,190.2,1.8,1024.2,1026.7,65.7,0.05,0.0,07시,15일
142,184,2019-10-15 07:22:00,15.4,0.0,195.9,1.8,1024.2,1026.7,65.8,0.06,0.0,07시,15일
143,184,2019-10-15 07:23:00,15.4,0.0,191.2,2.1,1024.2,1026.7,65.8,0.06,0.0,07시,15일
144,184,2019-10-15 07:24:00,15.4,0.0,186.8,2.4,1024.2,1026.7,65.9,0.06,0.0,07시,15일
145,184,2019-10-15 07:25:00,15.4,0.0,178.9,2.3,1024.2,1026.7,66.1,0.06,0.0,07시,15일
146,184,2019-10-15 07:26:00,15.5,0.0,170.2,1.5,1024.2,1026.7,66.0,0.06,0.0,07시,15일
147,184,2019-10-15 07:27:00,15.5,0.0,182.2,1.9,1024.2,1026.7,65.8,0.06,0.0,07시,15일
148,184,2019-10-15 07:28:00,15.5,0.0,175.4,1.4,1024.2,1026.7,65.9,0.06,0.0,07시,15일
149,184,2019-10-15 07:29:00,15.5,0.0,170.5,1.7,1024.2,1026.7,65.9,0.07,0.0,07시,15일
150,184,2019-10-15 07:30:00,15.6,0.0,180.0,1.6,1024.2,1026.7,66.0,0.07,0.0,07시,15일
151,184,2019-10-15 07:31:00,15.6,0.0,194.0,1.4,1024.3,1026.8,66.0,0.07,0.0,07시,15일
152,184,2019-10-15 07:32:00,15.6,0.0,202.9,2.2,1024.3,1026.8,66.0,0.07,0.0,07시,15일
153,184,2019-10-15 07:33:00,15.6,0.0,193.9,2.1,1024.3,1026.8,65.8,0.07,0.0,07시,15일
154,184,2019-10-15 07:34:00,15.7,0.0,186.7,1.7,1024.3,1026.8,65.8,0.07,0.0,07시,15일
155,184,2019-10-15 07:35:00,15.7,0.0,177.7,1.3,1024.3,1026.8,65.8,0.07,0.0,07시,15일
156,184,2019-10-15 07:36:00,15.7,0.0,180.4,1.4,1024.3,1026.8,66.0,0.07,0.0,07시,15일
157,184,2019-10-15 07:37:00,15.7,0.0,176.2,1.9,1024.3,1026.8,66.0,0.08,0.0,07시,15일
158,184,2019-10-15 07:38:00,15.8,0.0,177.5,2.1,1024.3,1026.8,66.2,0.08,0.0,07시,15일
159,184,2019-10-15 07:39:00,15.8,0.0,181.4,1.4,1024.3,1026.8,65.9,0.08,0.0,07시,15일
160,184,2019-10-15 07:40:00,15.8,0.0,196.5,0.4,1024.4,1026.9,65.7,0.08,0.0,07시,15일
161,184,2019-10-15 07:41:00,15.8,0.0,234.2,0.2,1024.4,1026.9,65.4,0.08,0.0,07시,15일
162,184,2019-10-15 07:42:00,15.9,0.0,238.9,0.3,1024.4,1026.9,65.6,0.09,0.0,07시,15일
163,184,2019-10-15 07:43:00,15.9,0.0,221.9,1.8,1024.4,1026.9,66.5,0.09,0.0,07시,15일
164,184,2019-10-15 07:44:00,15.8,0.0,185.6,2.2,1024.4,1026.9,66.4,0.09,0.0,07시,15일
165,184,2019-10-15 07:45:00,15.8,0.0,189.3,2.0,1024.4,1026.9,66.0,0.09,0.0,07시,15일
166,184,2019-10-15 07:46:00,15.9,0.0,196.5,2.1,1024.4,1026.9,66.0,0.09,0.0,07시,15일
167,184,2019-10-15 07:47:00,15.9,0.0,201.3,0.8,1024.5,1027.0,65.9,0.1,0.0,07시,15일
168,184,2019-10-15 07:48:00,16.0,0.0,206.4,0.8,1024.5,1027.0,65.6,0.1,0.0,07시,15일
169,184,2019-10-15 07:49:00,16.0,0.0,211.7,1.6,1024.5,1027.0,66.0,0.1,0.0,07시,15일
170,184,2019-10-15 07:50:00,16.0,0.0,195.3,1.2,1024.5,1027.0,66.2,0.11,0.0,07시,15일
171,184,2019-10-15 07:51:00,16.1,0.0,188.8,1.2,1024.5,1027.0,65.5,0.11,0.0,07시,15일
172,184,2019-10-15 07:52:00,16.1,0.0,184.2,1.3,1024.5,1027.0,65.4,0.11,0.0,07시,15일
173,184,2019-10-15 07:53:00,16.1,0.0,198.8,0.8,1024.5,1027.0,65.3,0.12,0.0,07시,15일
174,184,2019-10-15 07:54:00,16.2,0.0,227.2,1.2,1024.5,1027.0,65.4,0.12,0.0,07시,15일
175,184,2019-10-15 07:55:00,16.3,0.0,234.1,0.2,1024.5,1027.0,65.3,0.12,0.0,07시,15일
176,184,2019-10-15 07:56:00,16.3,0.0,245.3,0.8,1024.5,1027.0,65.0,0.12,0.0,07시,15일
177,184,2019-10-15 07:57:00,16.3,0.0,16.2,0.7,1024.6,1027.1,64.8,0.13,0.0,07시,15일
178,184,2019-10-15 07:58:00,16.4,0.0,198.4,1.0,1024.6,1027.1,64.7,0.13,0.0,07시,15일
179,184,2019-10-15 07:59:00,16.4,0.0,186.4,2.0,1024.6,1027.1,65.1,0.13,0.0,07시,15일
180,184,2019-10-15 08:00:00,16.4,0.0,165.6,2.8,1024.6,1027.1,64.9,0.13,0.0,08시,15일
181,184,2019-10-15 08:01:00,16.4,0.0,145.7,3.1,1024.6,1027.1,64.7,0.14,0.0,08시,15일
182,184,2019-10-15 08:02:00,16.4,0.0,139.1,2.0,1024.7,1027.2,64.7,0.14,0.0,08시,15일
183,184,2019-10-15 08:03:00,16.4,0.0,139.3,1.8,1024.7,1027.2,64.8,0.14,0.0,08시,15일
184,184,2019-10-15 08:04:00,16.4,0.0,147.4,2.0,1024.7,1027.2,64.8,0.15,0.0,08시,15일
185,184,2019-10-15 08:05:00,16.4,0.0,156.0,1.9,1024.7,1027.2,64.6,0.15,0.0,08시,15일
186,184,2019-10-15 08:06:00,16.4,0.0,149.8,1.9,1024.7,1027.2,64.6,0.15,0.0,08시,15일
187,184,2019-10-15 08:07:00,16.5,0.0,150.3,1.8,1024.7,1027.2,64.9,0.16,0.0,08시,15일
188,184,2019-10-15 08:08:00,16.5,0.0,158.9,2.5,1024.7,1027.2,64.6,0.16,0.0,08시,15일
189,184,2019-10-15 08:09:00,16.6,0.0,183.4,1.5,1024.7,1027.2,64.7,0.17,0.0,08시,15일
190,184,2019-10-15 08:10:00,16.6,0.0,175.6,2.7,1024.7,1027.2,64.4,0.17,0.0,08시,15일
191,184,2019-10-15 08:11:00,16.7,0.0,165.7,1.7,1024.7,1027.2,64.2,0.18,0.0,08시,15일
192,184,2019-10-15 08:12:00,16.7,0.0,166.1,1.6,1024.7,1027.2,64.3,0.18,0.0,08시,15일
193,184,2019-10-15 08:13:00,16.7,0.0,168.2,1.1,1024.8,1027.3,64.0,0.19,0.0,08시,15일
194,184,2019-10-15 08:14:00,16.8,0.0,177.1,1.6,1024.8,1027.3,64.2,0.19,0.0,08시,15일
195,184,2019-10-15 08:15:00,16.8,0.0,173.8,0.9,1024.8,1027.3,64.0,0.2,0.0,08시,15일
196,184,2019-10-15 08:16:00,16.9,0.0,186.3,1.3,1024.9,1027.4,63.9,0.2,0.0,08시,15일
197,184,2019-10-15 08:17:00,16.9,0.0,171.2,1.4,1024.9,1027.4,64.0,0.21,0.0,08시,15일
198,184,2019-10-15 08:18:00,16.9,0.0,179.3,1.1,1024.9,1027.4,63.9,0.21,0.0,08시,15일
199,184,2019-10-15 08:19:00,16.9,0.0,178.7,1.2,1024.9,1027.4,63.9,0.22,0.0,08시,15일
200,184,2019-10-15 08:20:00,16.9,0.0,178.3,0.9,1024.9,1027.4,64.4,0.22,0.0,08시,15일
201,184,2019-10-15 08:21:00,16.9,0.0,193.0,1.4,1024.9,1027.4,64.3,0.23,0.0,08시,15일
202,184,2019-10-15 08:22:00,16.9,0.0,181.4,1.4,1024.9,1027.4,63.9,0.23,0.0,08시,15일
203,184,2019-10-15 08:23:00,16.9,0.0,178.4,2.2,1024.9,1027.4,64.3,0.24,0.0,08시,15일
204,184,2019-10-15 08:24:00,16.9,0.0,172.8,1.8,1024.9,1027.4,63.8,0.24,0.0,08시,15일
205,184,2019-10-15 08:25:00,16.9,0.0,172.1,1.4,1024.9,1027.4,63.8,0.25,0.0,08시,15일
206,184,2019-10-15 08:26:00,17.0,0.0,179.2,2.1,1024.9,1027.4,63.8,0.26,0.0,08시,15일
207,184,2019-10-15 08:27:00,17.0,0.0,169.1,1.9,1024.9,1027.4,63.8,0.26,0.0,08시,15일
208,184,2019-10-15 08:28:00,17.0,0.0,166.2,1.8,1024.9,1027.4,63.8,0.27,0.0,08시,15일
209,184,2019-10-15 08:29:00,17.0,0.0,160.2,1.7,1024.9,1027.4,63.9,0.27,0.0,08시,15일
210,184,2019-10-15 08:30:00,17.0,0.0,174.2,1.9,1024.9,1027.4,63.8,0.28,0.0,08시,15일
211,184,2019-10-15 08:31:00,17.0,0.0,166.9,2.2,1024.9,1027.4,64.0,0.29,0.0,08시,15일
212,184,2019-10-15 08:32:00,17.0,0.0,164.4,1.7,1024.9,1027.4,64.0,0.29,0.0,08시,15일
213,184,2019-10-15 08:33:00,16.9,0.0,160.5,1.4,1024.9,1027.4,63.8,0.3,0.0,08시,15일
214,184,2019-10-15 08:34:00,16.9,0.0,171.1,1.4,1024.9,1027.4,64.0,0.3,0.0,08시,15일
215,184,2019-10-15 08:35:00,16.9,0.0,183.1,0.9,1024.9,1027.4,64.5,0.31,0.0,08시,15일
216,184,2019-10-15 08:36:00,17.0,0.0,187.6,1.7,1024.9,1027.4,64.2,0.31,0.0,08시,15일
217,184,2019-10-15 08:37:00,17.0,0.0,171.0,2.3,1024.9,1027.4,63.9,0.32,0.0,08시,15일
218,184,2019-10-15 08:38:00,17.0,0.0,162.4,1.4,1024.9,1027.4,63.8,0.33,0.0,08시,15일
219,184,2019-10-15 08:39:00,17.0,0.0,187.5,1.1,1024.9,1027.4,63.9,0.33,0.0,08시,15일
220,184,2019-10-15 08:40:00,17.1,0.0,176.2,2.3,1024.9,1027.4,63.6,0.34,0.0,08시,15일
221,184,2019-10-15 08:41:00,17.1,0.0,163.5,1.3,1024.9,1027.4,63.8,0.35,0.0,08시,15일
222,184,2019-10-15 08:42:00,17.2,0.0,174.7,1.8,1024.9,1027.4,63.7,0.35,0.0,08시,15일
223,184,2019-10-15 08:43:00,17.2,0.0,163.8,1.3,1024.9,1027.4,63.4,0.36,0.0,08시,15일
224,184,2019-10-15 08:44:00,17.2,0.0,184.0,1.6,1024.9,1027.4,63.7,0.37,0.0,08시,15일
225,184,2019-10-15 08:45:00,17.1,0.0,176.9,1.4,1024.9,1027.4,63.4,0.37,0.0,08시,15일
226,184,2019-10-15 08:46:00,17.1,0.0,162.8,1.4,1024.9,1027.4,63.5,0.38,0.0,08시,15일
227,184,2019-10-15 08:47:00,17.1,0.0,179.4,1.2,1024.9,1027.4,63.7,0.39,0.0,08시,15일
